theta1,theta2,x,y
-77.0,22.0,7.9852749069,-17.9352210908
-77.0,23.0,8.1273630663,-17.8338705916
-77.0,24.0,8.2676607749,-17.7300557484
-77.0,25.0,8.4061252967,-17.623808184
-77.0,26.0,8.5427144539,-17.5151602625
-77.0,27.0,8.6773866403,-17.4041450791
-77.0,28.0,8.8101008333,-17.2907964501
-77.0,29.0,8.940816607,-17.1751489027
-77.0,30.0,9.069494144,-17.0572376641
-77.0,31.0,9.196094248,-16.9370986513
-77.0,32.0,9.3205783553,-16.8147684598
-77.0,33.0,9.4429085468,-16.6902843525
-77.0,34.0,9.5630475596,-16.5636842485
-77.0,35.0,9.6809587982,-16.4350067115
-77.0,36.0,9.7966063456,-16.3042909378
-77.0,37.0,9.9099549746,-16.1715767448
-77.0,38.0,10.020970158,-16.0369045584
-77.0,39.0,10.1296180795,-15.9003154012
-77.0,40.0,10.2358656439,-15.7618508794
-77.0,41.0,10.3396804871,-15.6215531708
-77.0,42.0,10.4410309863,-15.4794650114
-77.0,43.0,10.539886269,-15.3356296826
-77.0,44.0,10.6362162229,-15.1900909981
-77.0,45.0,10.729991505,-15.0428932902
-77.0,46.0,10.8211835504,-14.894081397
-77.0,47.0,10.9097645812,-14.7437006479
-77.0,48.0,10.9957076148,-14.5917968504
-77.0,49.0,11.078986472,-14.4384162758
-77.0,50.0,11.1595757853,-14.2836056453
-77.0,51.0,11.2374510064,-14.1274121158
-77.0,52.0,11.3125884138,-13.9698832653
-77.0,53.0,11.3849651198,-13.8110670787
-77.0,54.0,11.4545590779,-13.6510119328
-77.0,55.0,11.5213490891,-13.4897665821
-77.0,56.0,11.5853148084,-13.3273801434
-77.0,57.0,11.6464367513,-13.1639020812
-77.0,58.0,11.7046962994,-12.9993821925
-77.0,59.0,11.7600757064,-12.8338705916
-77.0,60.0,11.812558103,-12.6674176951
-77.0,61.0,11.8621275028,-12.5000742061
-77.0,62.0,11.9087688063,-12.3318910989
-77.0,63.0,11.9524678062,-12.1629196039
-77.0,64.0,11.9932111913,-11.9932111913
-77.0,65.0,12.0309865507,-11.8228175561
-77.0,66.0,12.0657823779,-11.6517906017
-77.0,67.0,12.0975880735,-11.4801824246
-77.0,68.0,12.1263939494,-11.3080452983
-77.0,69.0,12.1521912308,-11.1354316575
-77.0,70.0,12.1749720598,-10.962394082
-77.0,71.0,12.1947294971,-10.7889852806
-77.0,72.0,12.2114575243,-10.6152580754
-77.0,73.0,12.225151046,-10.4412653853
-77.0,74.0,12.2358058909,-10.2670602103
-77.0,75.0,12.2434188136,-10.0926956149
-77.0,76.0,12.247987495,-9.9182247123
-77.0,77.0,12.2495105434,-9.7437006479
-77.0,78.0,12.247987495,-9.5691765835
-77.0,79.0,12.2434188136,-9.3947056809
-77.0,80.0,12.2358058909,-9.2203410855
-77.0,81.0,12.225151046,-9.0461359105
-77.0,82.0,12.2114575243,-8.8721432204
-77.0,83.0,12.1947294971,-8.6984160152
-77.0,84.0,12.1749720598,-8.5250072138
-77.0,85.0,12.1521912308,-8.3519696383
-77.0,86.0,12.1263939494,-8.1793559975
-77.0,87.0,12.0975880735,-8.0072188712
-77.0,88.0,12.0657823779,-7.8356106941
-77.0,89.0,12.0309865507,-7.6645837397
-77.0,90.0,11.9932111913,-7.4941901045
-77.0,91.0,11.9524678062,-7.3244816919
-77.0,92.0,11.9087688063,-7.1555101969
-77.0,93.0,11.8621275028,-6.9873270897
-77.0,94.0,11.812558103,-6.8199836007
-77.0,95.0,11.7600757064,-6.6535307042
-77.0,96.0,11.7046962994,-6.4880191033
-77.0,97.0,11.6464367513,-6.3234992146
-77.0,98.0,11.5853148084,-6.1600211524
-77.0,99.0,11.5213490891,-5.9976347137
-77.0,100.0,11.4545590779,-5.836389363
-77.0,101.0,11.3849651198,-5.6763342171
-77.0,102.0,11.3125884138,-5.5175180305
-77.0,103.0,11.2374510064,-5.35998918
-77.0,104.0,11.1595757853,-5.2037956505
-77.0,105.0,11.078986472,-5.04898502
-77.0,106.0,10.9957076148,-4.8956044454
-77.0,107.0,10.9097645812,-4.7437006479
-77.0,108.0,10.8211835504,-4.5933198988
-77.0,109.0,10.729991505,-4.4445080056
-77.0,110.0,10.6362162229,-4.2973102977
-77.0,111.0,10.539886269,-4.1517716132
-77.0,112.0,10.4410309863,-4.0079362844
-77.0,113.0,10.3396804871,-3.865848125
-77.0,114.0,10.2358656439,-3.7255504164
-77.0,115.0,10.1296180795,-3.5870858946
-77.0,116.0,10.020970158,-3.4504967374
-77.0,117.0,9.9099549746,-3.315824551
-77.0,118.0,9.7966063456,-3.183110358
-77.0,119.0,9.6809587982,-3.0523945843
-77.0,120.0,9.5630475596,-2.9237170473
-76.0,-120.0,-7.1933980034,-6.9465837046
-76.0,-119.0,-7.2400393069,-7.1147668118
-76.0,-118.0,-7.2837383068,-7.2837383068
-76.0,-117.0,-7.3244816919,-7.4534467194
-76.0,-116.0,-7.3622570513,-7.6238403546
-76.0,-115.0,-7.3970528785,-7.794867309
-76.0,-114.0,-7.4288585741,-7.9664754861
-76.0,-113.0,-7.45766445,-8.1386126124
-76.0,-112.0,-7.4834617314,-8.3112262532
-76.0,-111.0,-7.5062425604,-8.4842638287
-76.0,-110.0,-7.5259999977,-8.6576726301
-76.0,-109.0,-7.5427280249,-8.8313998353
-76.0,-108.0,-7.5564215466,-9.0053925254
-76.0,-107.0,-7.5670763915,-9.1795977004
-76.0,-106.0,-7.5746893142,-9.3539622958
-76.0,-105.0,-7.5792579956,-9.5284331984
-76.0,-104.0,-7.580781044,-9.7029572628
-76.0,-103.0,-7.5792579956,-9.8774813272
-76.0,-102.0,-7.5746893142,-10.0519522298
-76.0,-101.0,-7.5670763915,-10.2263168252
-76.0,-100.0,-7.5564215466,-10.4005220002
-76.0,-99.0,-7.5427280249,-10.5745146903
-76.0,-98.0,-7.5259999977,-10.7482418955
-76.0,-97.0,-7.5062425604,-10.9216506969
-76.0,-96.0,-7.4834617314,-11.0946882724
-76.0,-95.0,-7.45766445,-11.2673019132
-76.0,-94.0,-7.4288585741,-11.4394390395
-76.0,-93.0,-7.3970528785,-11.6110472166
-76.0,-92.0,-7.3622570513,-11.782074171
-76.0,-91.0,-7.3244816919,-11.9524678062
-76.0,-90.0,-7.2837383068,-12.1221762188
-76.0,-89.0,-7.2400393069,-12.2911477138
-76.0,-88.0,-7.1933980034,-12.459330821
-76.0,-87.0,-7.1438286036,-12.62667431
-76.0,-86.0,-7.091346207,-12.7931272065
-76.0,-85.0,-7.0359668,-12.9586388074
-76.0,-84.0,-6.9777072519,-13.1231586961
-76.0,-83.0,-6.916585309,-13.2866367583
-76.0,-82.0,-6.8526195897,-13.449023197
-76.0,-81.0,-6.7858295785,-13.6102685477
-76.0,-80.0,-6.7162356204,-13.7703236936
-76.0,-79.0,-6.6438589144,-13.9291398802
-76.0,-78.0,-6.568721507,-14.0866687307
-76.0,-77.0,-6.4908462859,-14.2428622602
-76.0,-76.0,-6.4102569726,-14.3976728907
-76.0,-75.0,-6.3269781154,-14.5510534653
-76.0,-74.0,-6.2410350818,-14.7029572628
-76.0,-73.0,-6.152454051,-14.8533380119
-76.0,-72.0,-6.0612620056,-15.0021499051
-76.0,-71.0,-5.9674867235,-15.149347613
-76.0,-70.0,-5.8711567696,-15.2948862975
-76.0,-69.0,-5.7723014869,-15.4387216263
-76.0,-68.0,-5.6709509877,-15.5808097857
-76.0,-67.0,-5.5671361445,-15.7211074943
-76.0,-66.0,-5.4608885801,-15.8595720161
-76.0,-65.0,-5.3522406586,-15.9961611733
-76.0,-64.0,-5.2412254752,-16.1308333597
-76.0,-63.0,-5.1278768462,-16.2635475527
-76.0,-62.0,-5.0122292988,-16.3942633264
-76.0,-61.0,-4.8943180602,-16.5229408634
-76.0,-60.0,-4.7741790474,-16.6495409674
-76.0,-59.0,-4.6518488559,-16.7740250747
-76.0,-58.0,-4.5273647486,-16.8963552662
-76.0,-57.0,-4.4007646446,-17.016494279
-76.0,-56.0,-4.2720871076,-17.1344055176
-76.0,-55.0,-4.1413713339,-17.250053065
-76.0,-54.0,-4.0086571409,-17.363401694
-76.0,-53.0,-3.8739849545,-17.4744168774
-76.0,-52.0,-3.7373957973,-17.5830647989
-76.0,-51.0,-3.5989312755,-17.6893123633
-76.0,-50.0,-3.4586335669,-17.7931272065
-76.0,-49.0,-3.3165454075,-17.8944777057
-76.0,-48.0,-3.1727100787,-17.9933329884
-76.0,-47.0,-3.0271713942,-18.0896629423
-76.0,-46.0,-2.8799736863,-18.1834382244
-76.0,-45.0,-2.7311617931,-18.2746302698
-76.0,-44.0,-2.580781044,-18.3632113006
-76.0,-43.0,-2.4288772465,-18.4491543342
-76.0,-42.0,-2.2754966719,-18.5324331914
-76.0,-41.0,-2.1206860414,-18.6130225047
-76.0,-40.0,-1.9644925119,-18.6908977258
-76.0,-39.0,-1.8069636614,-18.7660351332
-76.0,-38.0,-1.6481474748,-18.8384118392
-76.0,-37.0,-1.4880923289,-18.9080057973
-76.0,-36.0,-1.3268469782,-18.9747958085
-76.0,-35.0,-1.1644605395,-19.0387615278
-76.0,-34.0,-1.0009824773,-19.0998834707
-76.0,-33.0,-0.8364625886,-19.1581430188
-76.0,-32.0,-0.6709509877,-19.2135224258
-76.0,-31.0,-0.5044980912,-19.2660048224
-76.0,-30.0,-0.3371546022,-19.3155742222
-76.0,-29.0,-0.168971495,-19.3622155257
-76.0,-28.0,0.0,-19.4059145256
-76.0,-27.0,0.1697084126,-19.4466579107
-76.0,-26.0,0.3401020478,-19.4844332701
-76.0,-25.0,0.5111290022,-19.5192290973
-76.0,-24.0,0.6827371793,-19.5510347929
-76.0,-23.0,0.8548743056,-19.5798406688
-76.0,-22.0,1.0274879464,-19.6056379502
-76.0,-21.0,1.2005255219,-19.6284187792
-76.0,-20.0,1.3739343233,-19.6481762165
-76.0,-19.0,1.5476615285,-19.6649042437
-76.0,-18.0,1.7216542186,-19.6785977654
-76.0,-17.0,1.8958593936,-19.6892526103
-76.0,-16.0,2.070223989,-19.696865533
-76.0,-15.0,2.2446948916,-19.7014342144
-76.0,-14.0,2.419218956,-19.7029572628
-76.0,-13.0,2.5937430204,-19.7014342144
-76.0,-12.0,2.768213923,-19.696865533
-76.0,-11.0,2.9425785184,-19.6892526103
-76.0,-10.0,3.1167836934,-19.6785977654
-76.0,-9.0,3.2907763835,-19.6649042437
-76.0,-8.0,3.4645035887,-19.6481762165
-76.0,-7.0,3.6379123901,-19.6284187792
-76.0,-6.0,3.8109499656,-19.6056379502
-76.0,-5.0,3.9835636064,-19.5798406688
-76.0,-4.0,4.1557007327,-19.5510347929
-76.0,-3.0,4.3273089098,-19.5192290973
-76.0,-2.0,4.4983358642,-19.4844332701
-76.0,-1.0,4.6687294994,-19.4466579107
-76.0,0.0,4.838437912,-19.4059145256
-76.0,1.0,5.007409407,-19.3622155257
-76.0,2.0,5.1755925142,-19.3155742222
-76.0,3.0,5.3429360032,-19.2660048224
-76.0,4.0,5.5093888997,-19.2135224258
-76.0,5.0,5.6749005006,-19.1581430188
-76.0,6.0,5.8394203893,-19.0998834707
-76.0,7.0,6.0028984515,-19.0387615278
-76.0,8.0,6.1652848902,-18.9747958085
-76.0,9.0,6.3265302409,-18.9080057973
-76.0,10.0,6.4865853868,-18.8384118392
-76.0,11.0,6.6454015734,-18.7660351332
-76.0,12.0,6.8029304239,-18.6908977258
-76.0,13.0,6.9591239534,-18.6130225047
-76.0,14.0,7.1139345839,-18.5324331914
-76.0,15.0,7.2673151585,-18.4491543342
-76.0,16.0,7.419218956,-18.3632113006
-76.0,17.0,7.5695997051,-18.2746302698
-76.0,18.0,7.7184115983,-18.1834382244
-76.0,19.0,7.8656093062,-18.0896629423
-76.0,20.0,8.0111479907,-17.9933329884
-76.0,21.0,8.1549833195,-17.8944777057
-76.0,22.0,8.2970714789,-17.7931272065
-76.0,23.0,8.4373691875,-17.6893123633
-76.0,24.0,8.5758337093,-17.5830647989
-76.0,25.0,8.7124228665,-17.4744168774
-76.0,26.0,8.8470950529,-17.363401694
-76.0,27.0,8.9798092459,-17.250053065
-76.0,28.0,9.1105250196,-17.1344055176
-76.0,29.0,9.2392025566,-17.016494279
-76.0,30.0,9.3658026606,-16.8963552662
-76.0,31.0,9.4902867679,-16.7740250747
-76.0,32.0,9.6126169594,-16.6495409674
-76.0,33.0,9.7327559722,-16.5229408634
-76.0,34.0,9.8506672108,-16.3942633264
-76.0,35.0,9.9663147582,-16.2635475527
-76.0,36.0,10.0796633872,-16.1308333597
-76.0,37.0,10.1906785706,-15.9961611733
-76.0,38.0,10.2993264921,-15.8595720161
-76.0,39.0,10.4055740565,-15.7211074943
-76.0,40.0,10.5093888997,-15.5808097857
-76.0,41.0,10.6107393989,-15.4387216263
-76.0,42.0,10.7095946816,-15.2948862975
-76.0,43.0,10.8059246355,-15.149347613
-76.0,44.0,10.8996999176,-15.0021499051
-76.0,45.0,10.990891963,-14.8533380119
-76.0,46.0,11.0794729938,-14.7029572628
-76.0,47.0,11.1654160274,-14.5510534653
-76.0,48.0,11.2486948846,-14.3976728907
-76.0,49.0,11.3292841979,-14.2428622602
-76.0,50.0,11.407159419,-14.0866687307
-76.0,51.0,11.4822968264,-13.9291398802
-76.0,52.0,11.5546735324,-13.7703236936
-76.0,53.0,11.6242674905,-13.6102685477
-76.0,54.0,11.6910575017,-13.449023197
-76.0,55.0,11.755023221,-13.2866367583
-76.0,56.0,11.8161451639,-13.1231586961
-76.0,57.0,11.874404712,-12.9586388074
-76.0,58.0,11.929784119,-12.7931272065
-76.0,59.0,11.9822665156,-12.62667431
-76.0,60.0,12.0318359154,-12.459330821
-76.0,61.0,12.0784772189,-12.2911477138
-76.0,62.0,12.1221762188,-12.1221762188
-76.0,63.0,12.1629196039,-11.9524678062
-76.0,64.0,12.2006949633,-11.782074171
-76.0,65.0,12.2354907905,-11.6110472166
-76.0,66.0,12.2672964861,-11.4394390395
-76.0,67.0,12.296102362,-11.2673019132
-76.0,68.0,12.3218996434,-11.0946882724
-76.0,69.0,12.3446804724,-10.9216506969
-76.0,70.0,12.3644379097,-10.7482418955
-76.0,71.0,12.3811659369,-10.5745146903
-76.0,72.0,12.3948594586,-10.4005220002
-76.0,73.0,12.4055143035,-10.2263168252
-76.0,74.0,12.4131272262,-10.0519522298
-76.0,75.0,12.4176959076,-9.8774813272
-76.0,76.0,12.419218956,-9.7029572628
-76.0,77.0,12.4176959076,-9.5284331984
-76.0,78.0,12.4131272262,-9.3539622958
-76.0,79.0,12.4055143035,-9.1795977004
-76.0,80.0,12.3948594586,-9.0053925254
-76.0,81.0,12.3811659369,-8.8313998353
-76.0,82.0,12.3644379097,-8.6576726301
-76.0,83.0,12.3446804724,-8.4842638287
-76.0,84.0,12.3218996434,-8.3112262532
-76.0,85.0,12.296102362,-8.1386126124
-76.0,86.0,12.2672964861,-7.9664754861
-76.0,87.0,12.2354907905,-7.794867309
-76.0,88.0,12.2006949633,-7.6238403546
-76.0,89.0,12.1629196039,-7.4534467194
-76.0,90.0,12.1221762188,-7.2837383068
-76.0,91.0,12.0784772189,-7.1147668118
-76.0,92.0,12.0318359154,-6.9465837046
-76.0,93.0,11.9822665156,-6.7792402156
-76.0,94.0,11.929784119,-6.6127873191
-76.0,95.0,11.874404712,-6.4472757182
-76.0,96.0,11.8161451639,-6.2827558295
-76.0,97.0,11.755023221,-6.1192777673
-76.0,98.0,11.6910575017,-5.9568913286
-76.0,99.0,11.6242674905,-5.7956459779
-76.0,100.0,11.5546735324,-5.635590832
-76.0,101.0,11.4822968264,-5.4767746454
-76.0,102.0,11.407159419,-5.3192457949
-76.0,103.0,11.3292841979,-5.1630522654
-76.0,104.0,11.2486948846,-5.0082416349
-76.0,105.0,11.1654160274,-4.8548610603
-76.0,106.0,11.0794729938,-4.7029572628
-76.0,107.0,10.990891963,-4.5525765137
-76.0,108.0,10.8996999176,-4.4037646205
-76.0,109.0,10.8059246355,-4.2565669126
-76.0,110.0,10.7095946816,-4.1110282281
-76.0,111.0,10.6107393989,-3.9671928993
-76.0,112.0,10.5093888997,-3.8251047399
-76.0,113.0,10.4055740565,-3.6848070313
-76.0,114.0,10.2993264921,-3.5463425095
-76.0,115.0,10.1906785706,-3.4097533523
-76.0,116.0,10.0796633872,-3.2750811659
-76.0,117.0,9.9663147582,-3.1423669729
-76.0,118.0,9.8506672108,-3.0116511992
-76.0,119.0,9.7327559722,-2.8829736622
-76.0,120.0,9.6126169594,-2.7563735582
-75.0,-120.0,-7.0710678119,-7.0710678119
-75.0,-119.0,-7.1147668118,-7.2400393069
-75.0,-118.0,-7.1555101969,-7.4097477195
-75.0,-117.0,-7.1932855563,-7.5801413547
-75.0,-116.0,-7.2280813835,-7.7511683091
-75.0,-115.0,-7.2598870791,-7.9227764862
-75.0,-114.0,-7.288692955,-8.0949136125
-75.0,-113.0,-7.3144902364,-8.2675272533
-75.0,-112.0,-7.3372710654,-8.4405648288
-75.0,-111.0,-7.3570285027,-8.6139736302
-75.0,-110.0,-7.3737565299,-8.7877008354
-75.0,-109.0,-7.3874500516,-8.9616935255
-75.0,-108.0,-7.3981048965,-9.1358987005
-75.0,-107.0,-7.4057178192,-9.3102632959
-75.0,-106.0,-7.4102865006,-9.4847341985
-75.0,-105.0,-7.411809549,-9.6592582629
-75.0,-104.0,-7.4102865006,-9.8337823273
-75.0,-103.0,-7.4057178192,-10.0082532299
-75.0,-102.0,-7.3981048965,-10.1826178253
-75.0,-101.0,-7.3874500516,-10.3568230003
-75.0,-100.0,-7.3737565299,-10.5308156904
-75.0,-99.0,-7.3570285027,-10.7045428956
-75.0,-98.0,-7.3372710654,-10.877951697
-75.0,-97.0,-7.3144902364,-11.0509892725
-75.0,-96.0,-7.288692955,-11.2236029133
-75.0,-95.0,-7.2598870791,-11.3957400396
-75.0,-94.0,-7.2280813835,-11.5673482167
-75.0,-93.0,-7.1932855563,-11.7383751711
-75.0,-92.0,-7.1555101969,-11.9087688063
-75.0,-91.0,-7.1147668118,-12.0784772189
-75.0,-90.0,-7.0710678119,-12.2474487139
-75.0,-89.0,-7.0244265084,-12.4156318211
-75.0,-88.0,-6.9748571086,-12.5829753101
-75.0,-87.0,-6.922374712,-12.7494282066
-75.0,-86.0,-6.866995305,-12.9149398075
-75.0,-85.0,-6.8087357569,-13.0794596962
-75.0,-84.0,-6.747613814,-13.2429377584
-75.0,-83.0,-6.6836480947,-13.4053241971
-75.0,-82.0,-6.6168580835,-13.5665695478
-75.0,-81.0,-6.5472641254,-13.7266246937
-75.0,-80.0,-6.4748874194,-13.8854408803
-75.0,-79.0,-6.399750012,-14.0429697308
-75.0,-78.0,-6.3218747909,-14.1991632603
-75.0,-77.0,-6.2412854776,-14.3539738908
-75.0,-76.0,-6.1580066204,-14.5073544654
-75.0,-75.0,-6.0720635868,-14.6592582629
-75.0,-74.0,-5.983482556,-14.809639012
-75.0,-73.0,-5.8922905106,-14.9584509052
-75.0,-72.0,-5.7985152285,-15.1056486131
-75.0,-71.0,-5.7021852746,-15.2511872976
-75.0,-70.0,-5.6033299919,-15.3950226264
-75.0,-69.0,-5.5019794927,-15.5371107858
-75.0,-68.0,-5.3981646495,-15.6774084944
-75.0,-67.0,-5.2919170851,-15.8158730162
-75.0,-66.0,-5.1832691636,-15.9524621734
-75.0,-65.0,-5.0722539802,-16.0871343598
-75.0,-64.0,-4.9589053512,-16.2198485528
-75.0,-63.0,-4.8432578038,-16.3505643265
-75.0,-62.0,-4.7253465652,-16.4792418635
-75.0,-61.0,-4.6052075524,-16.6058419675
-75.0,-60.0,-4.4828773609,-16.7303260748
-75.0,-59.0,-4.3583932536,-16.8526562663
-75.0,-58.0,-4.2317931496,-16.9727952791
-75.0,-57.0,-4.1031156126,-17.0907065177
-75.0,-56.0,-3.9723998389,-17.2063540651
-75.0,-55.0,-3.8396856459,-17.3197026941
-75.0,-54.0,-3.7050134595,-17.4307178775
-75.0,-53.0,-3.5684243023,-17.539365799
-75.0,-52.0,-3.4299597805,-17.6456133634
-75.0,-51.0,-3.2896620719,-17.7494282066
-75.0,-50.0,-3.1475739125,-17.8507787058
-75.0,-49.0,-3.0037385837,-17.9496339885
-75.0,-48.0,-2.8581998992,-18.0459639424
-75.0,-47.0,-2.7110021913,-18.1397392245
-75.0,-46.0,-2.5621902981,-18.2309312699
-75.0,-45.0,-2.411809549,-18.3195123007
-75.0,-44.0,-2.2599057515,-18.4054553343
-75.0,-43.0,-2.1065251769,-18.4887341915
-75.0,-42.0,-1.9517145464,-18.5693235048
-75.0,-41.0,-1.7955210169,-18.6471987259
-75.0,-40.0,-1.6379921664,-18.7223361333
-75.0,-39.0,-1.4791759798,-18.7947128393
-75.0,-38.0,-1.3191208339,-18.8643067974
-75.0,-37.0,-1.1578754832,-18.9310968086
-75.0,-36.0,-0.9954890445,-18.9950625279
-75.0,-35.0,-0.8320109823,-19.0561844708
-75.0,-34.0,-0.6674910936,-19.1144440189
-75.0,-33.0,-0.5019794927,-19.1698234259
-75.0,-32.0,-0.3355265962,-19.2223058225
-75.0,-31.0,-0.1681831072,-19.2718752223
-75.0,-30.0,-0.0,-19.3185165258
-75.0,-29.0,0.168971495,-19.3622155257
-75.0,-28.0,0.3386799076,-19.4029589108
-75.0,-27.0,0.5090735428,-19.4407342702
-75.0,-26.0,0.6801004972,-19.4755300974
-75.0,-25.0,0.8517086743,-19.507335793
-75.0,-24.0,1.0238458006,-19.5361416689
-75.0,-23.0,1.1964594414,-19.5619389503
-75.0,-22.0,1.3694970169,-19.5847197793
-75.0,-21.0,1.5429058183,-19.6044772166
-75.0,-20.0,1.7166330235,-19.6212052438
-75.0,-19.0,1.8906257136,-19.6348987655
-75.0,-18.0,2.0648308886,-19.6455536104
-75.0,-17.0,2.239195484,-19.6531665331
-75.0,-16.0,2.4136663866,-19.6577352145
-75.0,-15.0,2.588190451,-19.6592582629
-75.0,-14.0,2.7627145154,-19.6577352145
-75.0,-13.0,2.937185418,-19.6531665331
-75.0,-12.0,3.1115500134,-19.6455536104
-75.0,-11.0,3.2857551884,-19.6348987655
-75.0,-10.0,3.4597478785,-19.6212052438
-75.0,-9.0,3.6334750837,-19.6044772166
-75.0,-8.0,3.8068838851,-19.5847197793
-75.0,-7.0,3.9799214606,-19.5619389503
-75.0,-6.0,4.1525351014,-19.5361416689
-75.0,-5.0,4.3246722277,-19.507335793
-75.0,-4.0,4.4962804048,-19.4755300974
-75.0,-3.0,4.6673073592,-19.4407342702
-75.0,-2.0,4.8377009944,-19.4029589108
-75.0,-1.0,5.007409407,-19.3622155257
-75.0,0.0,5.176380902,-19.3185165258
-75.0,1.0,5.3445640092,-19.2718752223
-75.0,2.0,5.5119074982,-19.2223058225
-75.0,3.0,5.6783603947,-19.1698234259
-75.0,4.0,5.8438719956,-19.1144440189
-75.0,5.0,6.0083918843,-19.0561844708
-75.0,6.0,6.1718699465,-18.9950625279
-75.0,7.0,6.3342563852,-18.9310968086
-75.0,8.0,6.4955017359,-18.8643067974
-75.0,9.0,6.6555568818,-18.7947128393
-75.0,10.0,6.8143730684,-18.7223361333
-75.0,11.0,6.9719019189,-18.6471987259
-75.0,12.0,7.1280954484,-18.5693235048
-75.0,13.0,7.2829060789,-18.4887341915
-75.0,14.0,7.4362866535,-18.4054553343
-75.0,15.0,7.588190451,-18.3195123007
-75.0,16.0,7.7385712001,-18.2309312699
-75.0,17.0,7.8873830933,-18.1397392245
-75.0,18.0,8.0345808012,-18.0459639424
-75.0,19.0,8.1801194857,-17.9496339885
-75.0,20.0,8.3239548145,-17.8507787058
-75.0,21.0,8.4660429739,-17.7494282066
-75.0,22.0,8.6063406825,-17.6456133634
-75.0,23.0,8.7448052043,-17.539365799
-75.0,24.0,8.8813943615,-17.4307178775
-75.0,25.0,9.0160665479,-17.3197026941
-75.0,26.0,9.1487807409,-17.2063540651
-75.0,27.0,9.2794965146,-17.0907065177
-75.0,28.0,9.4081740516,-16.9727952791
-75.0,29.0,9.5347741556,-16.8526562663
-75.0,30.0,9.6592582629,-16.7303260748
-75.0,31.0,9.7815884544,-16.6058419675
-75.0,32.0,9.9017274672,-16.4792418635
-75.0,33.0,10.0196387058,-16.3505643265
-75.0,34.0,10.1352862532,-16.2198485528
-75.0,35.0,10.2486348822,-16.0871343598
-75.0,36.0,10.3596500656,-15.9524621734
-75.0,37.0,10.4682979871,-15.8158730162
-75.0,38.0,10.5745455515,-15.6774084944
-75.0,39.0,10.6783603947,-15.5371107858
-75.0,40.0,10.7797108939,-15.3950226264
-75.0,41.0,10.8785661766,-15.2511872976
-75.0,42.0,10.9748961305,-15.1056486131
-75.0,43.0,11.0686714126,-14.9584509052
-75.0,44.0,11.159863458,-14.809639012
-75.0,45.0,11.2484444888,-14.6592582629
-75.0,46.0,11.3343875224,-14.5073544654
-75.0,47.0,11.4176663796,-14.3539738908
-75.0,48.0,11.4982556929,-14.1991632603
-75.0,49.0,11.576130914,-14.0429697308
-75.0,50.0,11.6512683214,-13.8854408803
-75.0,51.0,11.7236450274,-13.7266246937
-75.0,52.0,11.7932389855,-13.5665695478
-75.0,53.0,11.8600289967,-13.4053241971
-75.0,54.0,11.923994716,-13.2429377584
-75.0,55.0,11.9851166589,-13.0794596962
-75.0,56.0,12.043376207,-12.9149398075
-75.0,57.0,12.098755614,-12.7494282066
-75.0,58.0,12.1512380106,-12.5829753101
-75.0,59.0,12.2008074104,-12.4156318211
-75.0,60.0,12.2474487139,-12.2474487139
-75.0,61.0,12.2911477138,-12.0784772189
-75.0,62.0,12.3318910989,-11.9087688063
-75.0,63.0,12.3696664583,-11.7383751711
-75.0,64.0,12.4044622855,-11.5673482167
-75.0,65.0,12.4362679811,-11.3957400396
-75.0,66.0,12.465073857,-11.2236029133
-75.0,67.0,12.4908711384,-11.0509892725
-75.0,68.0,12.5136519674,-10.877951697
-75.0,69.0,12.5334094047,-10.7045428956
-75.0,70.0,12.5501374319,-10.5308156904
-75.0,71.0,12.5638309536,-10.3568230003
-75.0,72.0,12.5744857985,-10.1826178253
-75.0,73.0,12.5820987212,-10.0082532299
-75.0,74.0,12.5866674026,-9.8337823273
-75.0,75.0,12.588190451,-9.6592582629
-75.0,76.0,12.5866674026,-9.4847341985
-75.0,77.0,12.5820987212,-9.3102632959
-75.0,78.0,12.5744857985,-9.1358987005
-75.0,79.0,12.5638309536,-8.9616935255
-75.0,80.0,12.5501374319,-8.7877008354
-75.0,81.0,12.5334094047,-8.6139736302
-75.0,82.0,12.5136519674,-8.4405648288
-75.0,83.0,12.4908711384,-8.2675272533
-75.0,84.0,12.465073857,-8.0949136125
-75.0,85.0,12.4362679811,-7.9227764862
-75.0,86.0,12.4044622855,-7.7511683091
-75.0,87.0,12.3696664583,-7.5801413547
-75.0,88.0,12.3318910989,-7.4097477195
-75.0,89.0,12.2911477138,-7.2400393069
-75.0,90.0,12.2474487139,-7.0710678119
-75.0,91.0,12.2008074104,-6.9028847047
-75.0,92.0,12.1512380106,-6.7355412157
-75.0,93.0,12.098755614,-6.5690883192
-75.0,94.0,12.043376207,-6.4035767183
-75.0,95.0,11.9851166589,-6.2390568296
-75.0,96.0,11.923994716,-6.0755787674
-75.0,97.0,11.8600289967,-5.9131923287
-75.0,98.0,11.7932389855,-5.751946978
-75.0,99.0,11.7236450274,-5.5918918321
-75.0,100.0,11.6512683214,-5.4330756455
-75.0,101.0,11.576130914,-5.275546795
-75.0,102.0,11.4982556929,-5.1193532655
-75.0,103.0,11.4176663796,-4.964542635
-75.0,104.0,11.3343875224,-4.8111620604
-75.0,105.0,11.2484444888,-4.6592582629
-75.0,106.0,11.159863458,-4.5088775138
-75.0,107.0,11.0686714126,-4.3600656206
-75.0,108.0,10.9748961305,-4.2128679127
-75.0,109.0,10.8785661766,-4.0673292282
