theta1,theta2,x,y
146.0,-95.0,-1.9971718151,13.3633886493
146.0,-94.0,-2.1337609723,13.4720365708
146.0,-93.0,-2.2722254941,13.5782841352
146.0,-92.0,-2.4125232027,13.6820989784
146.0,-91.0,-2.5546113621,13.7834494776
146.0,-90.0,-2.6984466909,13.8823047603
146.0,-89.0,-2.8439853754,13.9786347142
146.0,-88.0,-2.9911830833,14.0724099963
146.0,-87.0,-3.1399949765,14.1636020417
146.0,-86.0,-3.2903757256,14.2521830725
146.0,-85.0,-3.4422795231,14.3381261061
146.0,-84.0,-3.5956600977,14.4214049633
146.0,-83.0,-3.7504707282,14.5019942766
146.0,-82.0,-3.9066642577,14.5798694977
146.0,-81.0,-4.0641931082,14.6550069051
146.0,-80.0,-4.2230092948,14.7273836111
146.0,-79.0,-4.3830644407,14.7969775692
146.0,-78.0,-4.5443097914,14.8637675804
146.0,-77.0,-4.7066962301,14.9277332997
146.0,-76.0,-4.8701742923,14.9888552426
146.0,-75.0,-5.034694181,15.0471147907
146.0,-74.0,-5.2002057819,15.1024941977
146.0,-73.0,-5.3666586784,15.1549765943
146.0,-72.0,-5.5340021674,15.2045459941
146.0,-71.0,-5.7021852746,15.2511872976
146.0,-70.0,-5.8711567696,15.2948862975
146.0,-69.0,-6.0408651822,15.3356296826
146.0,-68.0,-6.2112588174,15.373405042
146.0,-67.0,-6.3822857718,15.4082008692
146.0,-66.0,-6.5538939489,15.4400065648
146.0,-65.0,-6.7260310752,15.4688124407
146.0,-64.0,-6.898644716,15.4946097221
146.0,-63.0,-7.0716822915,15.5173905511
146.0,-62.0,-7.2450910929,15.5371479884
146.0,-61.0,-7.4188182981,15.5538760156
146.0,-60.0,-7.5928109882,15.5675695373
146.0,-59.0,-7.7670161632,15.5782243822
146.0,-58.0,-7.9413807586,15.5858373049
146.0,-57.0,-8.1158516612,15.5904059863
146.0,-56.0,-8.2903757256,15.5919290347
146.0,-55.0,-8.46489979,15.5904059863
146.0,-54.0,-8.6393706926,15.5858373049
146.0,-53.0,-8.813735288,15.5782243822
146.0,-52.0,-8.987940463,15.5675695373
146.0,-51.0,-9.1619331531,15.5538760156
146.0,-50.0,-9.3356603583,15.5371479884
146.0,-49.0,-9.5090691597,15.5173905511
146.0,-48.0,-9.6821067352,15.4946097221
146.0,-47.0,-9.854720376,15.4688124407
146.0,-46.0,-10.0268575023,15.4400065648
146.0,-45.0,-10.1984656794,15.4082008692
146.0,-44.0,-10.3694926338,15.373405042
146.0,-43.0,-10.539886269,15.3356296826
146.0,-42.0,-10.7095946816,15.2948862975
146.0,-41.0,-10.8785661766,15.2511872976
146.0,-40.0,-11.0467492838,15.2045459941
146.0,-39.0,-11.2140927728,15.1549765943
146.0,-38.0,-11.3805456693,15.1024941977
146.0,-37.0,-11.5460572702,15.0471147907
146.0,-36.0,-11.7105771589,14.9888552426
146.0,-35.0,-11.8740552211,14.9277332997
146.0,-34.0,-12.0364416598,14.8637675804
146.0,-33.0,-12.1976870105,14.7969775692
146.0,-32.0,-12.3577421564,14.7273836111
146.0,-31.0,-12.516558343,14.6550069051
146.0,-30.0,-12.6740871935,14.5798694977
146.0,-29.0,-12.830280723,14.5019942766
146.0,-28.0,-12.9850913535,14.4214049633
146.0,-27.0,-13.1384719281,14.3381261061
146.0,-26.0,-13.2903757256,14.2521830725
146.0,-25.0,-13.4407564747,14.1636020417
146.0,-24.0,-13.5895683679,14.0724099963
146.0,-23.0,-13.7367660758,13.9786347142
146.0,-22.0,-13.8823047603,13.8823047603
146.0,-21.0,-14.0261400891,13.7834494776
146.0,-20.0,-14.1682282485,13.6820989784
146.0,-19.0,-14.3085259571,13.5782841352
146.0,-18.0,-14.4469904789,13.4720365708
146.0,-17.0,-14.5835796361,13.3633886493
146.0,-16.0,-14.7182518225,13.2523734659
146.0,-15.0,-14.8509660155,13.1390248369
146.0,-14.0,-14.9816817892,13.0233772895
146.0,-13.0,-15.1103593262,12.9054660509
146.0,-12.0,-15.2369594302,12.7853270381
146.0,-11.0,-15.3614435375,12.6629968466
146.0,-10.0,-15.483773729,12.5385127393
146.0,-9.0,-15.6039127418,12.4119126353
146.0,-8.0,-15.7218239804,12.2832350983
146.0,-7.0,-15.8374715278,12.1525193246
146.0,-6.0,-15.9508201568,12.0198051316
146.0,-5.0,-16.0618353402,11.8851329452
146.0,-4.0,-16.1704832617,11.748543788
146.0,-3.0,-16.2767308261,11.6100792662
146.0,-2.0,-16.3805456693,11.4697815576
146.0,-1.0,-16.4818961685,11.3276933982
146.0,0.0,-16.5807514512,11.1838580694
146.0,1.0,-16.6770814051,11.0383193849
146.0,2.0,-16.7708566872,10.891121677
146.0,3.0,-16.8620487326,10.7423097838
146.0,4.0,-16.9506297634,10.5919290347
146.0,5.0,-17.036572797,10.4400252372
146.0,6.0,-17.1198516542,10.2866446626
146.0,7.0,-17.2004409675,10.1318340321
146.0,8.0,-17.2783161886,9.9756405026
146.0,9.0,-17.353453596,9.8181116521
146.0,10.0,-17.425830302,9.6592954655
146.0,11.0,-17.4954242601,9.4992403196
146.0,12.0,-17.5622142713,9.3379949689
146.0,13.0,-17.6261799906,9.1756085302
146.0,14.0,-17.6873019335,9.012130468
146.0,15.0,-17.7455614816,8.8476105793
146.0,16.0,-17.8009408886,8.6820989784
146.0,17.0,-17.8534232852,8.5156460819
146.0,18.0,-17.902992685,8.3483025929
146.0,19.0,-17.9496339885,8.1801194857
146.0,20.0,-17.9933329884,8.0111479907
146.0,21.0,-18.0340763735,7.8414395781
146.0,22.0,-18.0718517329,7.6710459429
146.0,23.0,-18.1066475601,7.5000189885
146.0,24.0,-18.1384532557,7.3284108114
146.0,25.0,-18.1672591316,7.1562736851
146.0,26.0,-18.193056413,6.9836600443
146.0,27.0,-18.215837242,6.8106224688
146.0,28.0,-18.2355946793,6.6372136674
146.0,29.0,-18.2523227065,6.4634864622
146.0,30.0,-18.2660162282,6.2894937721
146.0,31.0,-18.2766710731,6.1152885971
146.0,32.0,-18.2842839958,5.9409240017
146.0,33.0,-18.2888526772,5.7664530991
146.0,34.0,-18.2903757256,5.5919290347
146.0,35.0,-18.2888526772,5.4174049703
146.0,36.0,-18.2842839958,5.2429340677
146.0,37.0,-18.2766710731,5.0685694723
146.0,38.0,-18.2660162282,4.8943642973
146.0,39.0,-18.2523227065,4.7203716072
146.0,40.0,-18.2355946793,4.546644402
146.0,41.0,-18.215837242,4.3732356006
146.0,42.0,-18.193056413,4.2001980251
146.0,43.0,-18.1672591316,4.0275843843
146.0,44.0,-18.1384532557,3.855447258
146.0,45.0,-18.1066475601,3.6838390809
146.0,46.0,-18.0718517329,3.5128121265
146.0,47.0,-18.0340763735,3.3424184913
146.0,48.0,-17.9933329884,3.1727100787
146.0,49.0,-17.9496339885,3.0037385837
146.0,50.0,-17.902992685,2.8355554765
146.0,51.0,-17.8534232852,2.6682119875
146.0,52.0,-17.8009408886,2.501759091
146.0,53.0,-17.7455614816,2.3362474901
146.0,54.0,-17.6873019335,2.1717276014
146.0,55.0,-17.6261799906,2.0082495392
146.0,56.0,-17.5622142713,1.8458631005
146.0,57.0,-17.4954242601,1.6846177498
146.0,58.0,-17.425830302,1.5245626039
146.0,59.0,-17.353453596,1.3657464173
146.0,60.0,-17.2783161886,1.2082175668
146.0,61.0,-17.2004409675,1.0520240373
146.0,62.0,-17.1198516542,0.8972134068
146.0,63.0,-17.036572797,0.7438328322
146.0,64.0,-16.9506297634,0.5919290347
146.0,65.0,-16.8620487326,0.4415482856
146.0,66.0,-16.7708566872,0.2927363924
146.0,67.0,-16.6770814051,0.1455386845
146.0,68.0,-16.5807514512,-0.0
146.0,69.0,-16.4818961685,-0.1438353288
146.0,70.0,-16.3805456693,-0.2859234882
146.0,71.0,-16.2767308261,-0.4262211968
146.0,72.0,-16.1704832617,-0.5646857186
146.0,73.0,-16.0618353402,-0.7012748758
146.0,74.0,-15.9508201568,-0.8359470622
146.0,75.0,-15.8374715278,-0.9686612552
146.0,76.0,-15.7218239804,-1.0993770289
146.0,77.0,-15.6039127418,-1.2280545659
146.0,78.0,-15.483773729,-1.3546546699
146.0,79.0,-15.3614435375,-1.4791387772
146.0,80.0,-15.2369594302,-1.6014689687
146.0,81.0,-15.1103593262,-1.7216079815
146.0,82.0,-14.9816817892,-1.8395192201
146.0,83.0,-14.8509660155,-1.9551667675
146.0,84.0,-14.7182518225,-2.0685153965
146.0,85.0,-14.5835796361,-2.1795305799
146.0,86.0,-14.4469904789,-2.2881785014
146.0,87.0,-14.3085259571,-2.3944260658
146.0,88.0,-14.1682282485,-2.498240909
146.0,89.0,-14.0261400891,-2.5995914082
146.0,90.0,-13.8823047603,-2.6984466909
146.0,91.0,-13.7367660758,-2.7947766448
146.0,92.0,-13.5895683679,-2.8885519269
146.0,93.0,-13.4407564747,-2.9797439723
146.0,94.0,-13.2903757256,-3.0683250031
146.0,95.0,-13.1384719281,-3.1542680367
146.0,96.0,-12.9850913535,-3.2375468939
146.0,97.0,-12.830280723,-3.3181362072
146.0,98.0,-12.6740871935,-3.3960114283
146.0,99.0,-12.516558343,-3.4711488357
146.0,100.0,-12.3577421564,-3.5435255417
146.0,101.0,-12.1976870105,-3.6131194998
146.0,102.0,-12.0364416598,-3.679909511
146.0,103.0,-11.8740552211,-3.7438752303
146.0,104.0,-11.7105771589,-3.8049971732
146.0,105.0,-11.5460572702,-3.8632567213
146.0,106.0,-11.3805456693,-3.9186361283
146.0,107.0,-11.2140927728,-3.9711185249
146.0,108.0,-11.0467492838,-4.0206879247
146.0,109.0,-10.8785661766,-4.0673292282
146.0,110.0,-10.7095946816,-4.1110282281
146.0,111.0,-10.539886269,-4.1517716132
146.0,112.0,-10.3694926338,-4.1895469726
146.0,113.0,-10.1984656794,-4.2243427998
146.0,114.0,-10.0268575023,-4.2561484954
146.0,115.0,-9.854720376,-4.2849543713
146.0,116.0,-9.6821067352,-4.3107516527
146.0,117.0,-9.5090691597,-4.3335324817
146.0,118.0,-9.3356603583,-4.353289919
146.0,119.0,-9.1619331531,-4.3700179462
146.0,120.0,-8.987940463,-4.3837114679
147.0,-120.0,0.5233595624,9.9862953476
147.0,-119.0,0.4427702491,10.1411059781
147.0,-118.0,0.3594913919,10.2944865527
147.0,-117.0,0.2735483583,10.4463903502
147.0,-116.0,0.1849673275,10.5967710993
147.0,-115.0,0.0937752821,10.7455829925
147.0,-114.0,-0.0,10.8927807004
147.0,-113.0,-0.0963299539,11.0383193849
147.0,-112.0,-0.1951852366,11.1821547137
147.0,-111.0,-0.2965357358,11.3242428731
147.0,-110.0,-0.400350579,11.4645405817
147.0,-109.0,-0.5065981434,11.6030051035
147.0,-108.0,-0.6152460649,11.7395942607
147.0,-107.0,-0.7262612483,11.8742664471
147.0,-106.0,-0.8396098773,12.0069806401
147.0,-105.0,-0.9552574247,12.1376964138
147.0,-104.0,-1.0731686633,12.2663739508
147.0,-103.0,-1.1933076761,12.3929740548
147.0,-102.0,-1.3156378676,12.5174581621
147.0,-101.0,-1.4401219749,12.6397883536
147.0,-100.0,-1.5667220789,12.7599273664
147.0,-99.0,-1.6953996159,12.877838605
147.0,-98.0,-1.8261153896,12.9934861524
147.0,-97.0,-1.9588295826,13.1068347814
147.0,-96.0,-2.093501769,13.2178499648
147.0,-95.0,-2.2300909262,13.3264978863
147.0,-94.0,-2.368555448,13.4327454507
147.0,-93.0,-2.5088531566,13.5365602939
147.0,-92.0,-2.650941316,13.6379107931
147.0,-91.0,-2.7947766448,13.7367660758
147.0,-90.0,-2.9403153293,13.8330960297
147.0,-89.0,-3.0875130372,13.9268713118
147.0,-88.0,-3.2363249304,14.0180633572
147.0,-87.0,-3.3867056795,14.106644388
147.0,-86.0,-3.538609477,14.1925874216
147.0,-85.0,-3.6919900516,14.2758662788
147.0,-84.0,-3.8468006821,14.3564555921
147.0,-83.0,-4.0029942116,14.4343308132
147.0,-82.0,-4.1605230621,14.5094682206
147.0,-81.0,-4.3193392487,14.5818449266
147.0,-80.0,-4.4793943946,14.6514388847
147.0,-79.0,-4.6406397453,14.7182288959
147.0,-78.0,-4.803026184,14.7821946152
147.0,-77.0,-4.9665042462,14.8433165581
147.0,-76.0,-5.1310241349,14.9015761062
147.0,-75.0,-5.2965357358,14.9569555132
147.0,-74.0,-5.4629886323,15.0094379098
147.0,-73.0,-5.6303321213,15.0590073096
147.0,-72.0,-5.7985152285,15.1056486131
147.0,-71.0,-5.9674867235,15.149347613
147.0,-70.0,-6.1371951361,15.1900909981
147.0,-69.0,-6.3075887713,15.2278663575
147.0,-68.0,-6.4786157257,15.2626621847
147.0,-67.0,-6.6502239028,15.2944678803
147.0,-66.0,-6.8223610291,15.3232737562
147.0,-65.0,-6.9949746699,15.3490710376
147.0,-64.0,-7.1680122454,15.3718518666
147.0,-63.0,-7.3414210468,15.3916093039
147.0,-62.0,-7.515148252,15.4083373311
147.0,-61.0,-7.6891409421,15.4220308528
147.0,-60.0,-7.8633461171,15.4326856977
147.0,-59.0,-8.0377107125,15.4402986204
147.0,-58.0,-8.2121816151,15.4448673018
147.0,-57.0,-8.3867056795,15.4463903502
147.0,-56.0,-8.5612297439,15.4448673018
147.0,-55.0,-8.7357006465,15.4402986204
147.0,-54.0,-8.9100652419,15.4326856977
147.0,-53.0,-9.0842704169,15.4220308528
147.0,-52.0,-9.258263107,15.4083373311
147.0,-51.0,-9.4319903122,15.3916093039
147.0,-50.0,-9.6053991136,15.3718518666
147.0,-49.0,-9.7784366891,15.3490710376
147.0,-48.0,-9.9510503299,15.3232737562
147.0,-47.0,-10.1231874562,15.2944678803
147.0,-46.0,-10.2947956333,15.2626621847
147.0,-45.0,-10.4658225877,15.2278663575
147.0,-44.0,-10.6362162229,15.1900909981
147.0,-43.0,-10.8059246355,15.149347613
147.0,-42.0,-10.9748961305,15.1056486131
147.0,-41.0,-11.1430792377,15.0590073096
147.0,-40.0,-11.3104227267,15.0094379098
147.0,-39.0,-11.4768756232,14.9569555132
147.0,-38.0,-11.6423872241,14.9015761062
147.0,-37.0,-11.8069071128,14.8433165581
147.0,-36.0,-11.970385175,14.7821946152
147.0,-35.0,-12.1327716137,14.7182288959
147.0,-34.0,-12.2940169644,14.6514388847
147.0,-33.0,-12.4540721103,14.5818449266
147.0,-32.0,-12.6128882969,14.5094682206
147.0,-31.0,-12.7704171474,14.4343308132
147.0,-30.0,-12.9266106769,14.3564555921
147.0,-29.0,-13.0814213074,14.2758662788
147.0,-28.0,-13.234801882,14.1925874216
147.0,-27.0,-13.3867056795,14.106644388
147.0,-26.0,-13.5370864286,14.0180633572
147.0,-25.0,-13.6858983218,13.9268713118
147.0,-24.0,-13.8330960297,13.8330960297
147.0,-23.0,-13.9786347142,13.7367660758
147.0,-22.0,-14.122470043,13.6379107931
147.0,-21.0,-14.2645582024,13.5365602939
147.0,-20.0,-14.404855911,13.4327454507
147.0,-19.0,-14.5433204328,13.3264978863
147.0,-18.0,-14.67990959,13.2178499648
147.0,-17.0,-14.8145817764,13.1068347814
147.0,-16.0,-14.9472959694,12.9934861524
147.0,-15.0,-15.0780117431,12.877838605
147.0,-14.0,-15.2066892801,12.7599273664
147.0,-13.0,-15.3332893841,12.6397883536
147.0,-12.0,-15.4577734914,12.5174581621
147.0,-11.0,-15.5801036829,12.3929740548
147.0,-10.0,-15.7002426957,12.2663739508
147.0,-9.0,-15.8181539343,12.1376964138
147.0,-8.0,-15.9338014817,12.0069806401
147.0,-7.0,-16.0471501107,11.8742664471
147.0,-6.0,-16.1581652941,11.7395942607
147.0,-5.0,-16.2668132156,11.6030051035
147.0,-4.0,-16.37306078,11.4645405817
147.0,-3.0,-16.4768756232,11.3242428731
147.0,-2.0,-16.5782261224,11.1821547137
147.0,-1.0,-16.6770814051,11.0383193849
147.0,0.0,-16.773411359,10.8927807004
147.0,1.0,-16.8671866411,10.7455829925
147.0,2.0,-16.9583786865,10.5967710993
147.0,3.0,-17.0469597173,10.4463903502
147.0,4.0,-17.1329027509,10.2944865527
147.0,5.0,-17.2161816081,10.1411059781
147.0,6.0,-17.2967709214,9.9862953476
147.0,7.0,-17.3746461425,9.8301018181
147.0,8.0,-17.4497835499,9.6725729676
147.0,9.0,-17.5221602559,9.513756781
147.0,10.0,-17.591754214,9.3537016351
147.0,11.0,-17.6585442252,9.1924562844
147.0,12.0,-17.7225099445,9.0300698457
147.0,13.0,-17.7836318874,8.8665917835
147.0,14.0,-17.8418914355,8.7020718948
147.0,15.0,-17.8972708425,8.5365602939
147.0,16.0,-17.9497532391,8.3701073974
147.0,17.0,-17.9993226389,8.2027639084
147.0,18.0,-18.0459639424,8.0345808012
147.0,19.0,-18.0896629423,7.8656093062
147.0,20.0,-18.1304063274,7.6959008936
147.0,21.0,-18.1681816868,7.5255072584
147.0,22.0,-18.202977514,7.354480304
147.0,23.0,-18.2347832096,7.1828721269
147.0,24.0,-18.2635890855,7.0107350006
147.0,25.0,-18.2893863669,6.8381213598
147.0,26.0,-18.3121671959,6.6650837843
147.0,27.0,-18.3319246332,6.4916749829
147.0,28.0,-18.3486526604,6.3179477777
147.0,29.0,-18.3623461821,6.1439550876
147.0,30.0,-18.373001027,5.9697499126
147.0,31.0,-18.3806139497,5.7953853172
147.0,32.0,-18.3851826311,5.6209144146
147.0,33.0,-18.3867056795,5.4463903502
147.0,34.0,-18.3851826311,5.2718662858
147.0,35.0,-18.3806139497,5.0973953832
147.0,36.0,-18.373001027,4.9230307878
147.0,37.0,-18.3623461821,4.7488256128
147.0,38.0,-18.3486526604,4.5748329227
147.0,39.0,-18.3319246332,4.4011057175
147.0,40.0,-18.3121671959,4.2276969161
147.0,41.0,-18.2893863669,4.0546593406
147.0,42.0,-18.2635890855,3.8820456998
147.0,43.0,-18.2347832096,3.7099085735
147.0,44.0,-18.202977514,3.5383003964
147.0,45.0,-18.1681816868,3.367273442
147.0,46.0,-18.1304063274,3.1968798068
147.0,47.0,-18.0896629423,3.0271713942
147.0,48.0,-18.0459639424,2.8581998992
147.0,49.0,-17.9993226389,2.690016792
147.0,50.0,-17.9497532391,2.522673303
147.0,51.0,-17.8972708425,2.3562204065
147.0,52.0,-17.8418914355,2.1907088056
147.0,53.0,-17.7836318874,2.0261889169
147.0,54.0,-17.7225099445,1.8627108547
147.0,55.0,-17.6585442252,1.700324416
147.0,56.0,-17.591754214,1.5390790653
147.0,57.0,-17.5221602559,1.3790239194
147.0,58.0,-17.4497835499,1.2202077328
147.0,59.0,-17.3746461425,1.0626788823
147.0,60.0,-17.2967709214,0.9064853528
147.0,61.0,-17.2161816081,0.7516747223
147.0,62.0,-17.1329027509,0.5982941477
147.0,63.0,-17.0469597173,0.4463903502
147.0,64.0,-16.9583786865,0.2960096011
147.0,65.0,-16.8671866411,0.1471977079
147.0,66.0,-16.773411359,0.0
147.0,67.0,-16.6770814051,-0.1455386845
147.0,68.0,-16.5782261224,-0.2893740133
147.0,69.0,-16.4768756232,-0.4314621727
147.0,70.0,-16.37306078,-0.5717598813
147.0,71.0,-16.2668132156,-0.7102244031
147.0,72.0,-16.1581652941,-0.8468135603
147.0,73.0,-16.0471501107,-0.9814857467
147.0,74.0,-15.9338014817,-1.1141999397
147.0,75.0,-15.8181539343,-1.2449157134
147.0,76.0,-15.7002426957,-1.3735932504
147.0,77.0,-15.5801036829,-1.5001933544
147.0,78.0,-15.4577734914,-1.6246774617
147.0,79.0,-15.3332893841,-1.7470076532
147.0,80.0,-15.2066892801,-1.867146666
147.0,81.0,-15.0780117431,-1.9850579046
147.0,82.0,-14.9472959694,-2.100705452
147.0,83.0,-14.8145817764,-2.214054081
147.0,84.0,-14.67990959,-2.3250692644
147.0,85.0,-14.5433204328,-2.4337171859
147.0,86.0,-14.404855911,-2.5399647503
147.0,87.0,-14.2645582024,-2.6437795935
147.0,88.0,-14.122470043,-2.7451300927
147.0,89.0,-13.9786347142,-2.8439853754
147.0,90.0,-13.8330960297,-2.9403153293
147.0,91.0,-13.6858983218,-3.0340906114
147.0,92.0,-13.5370864286,-3.1252826568
147.0,93.0,-13.3867056795,-3.2138636876
147.0,94.0,-13.234801882,-3.2998067212
147.0,95.0,-13.0814213074,-3.3830855784
147.0,96.0,-12.9266106769,-3.4636748917
147.0,97.0,-12.7704171474,-3.5415501128
147.0,98.0,-12.6128882969,-3.6166875202
147.0,99.0,-12.4540721103,-3.6890642262
147.0,100.0,-12.2940169644,-3.7586581843
147.0,101.0,-12.1327716137,-3.8254481955
147.0,102.0,-11.970385175,-3.8894139148
147.0,103.0,-11.8069071128,-3.9505358577
147.0,104.0,-11.6423872241,-4.0087954058
147.0,105.0,-11.4768756232,-4.0641748128
147.0,106.0,-11.3104227267,-4.1166572094
147.0,107.0,-11.1430792377,-4.1662266092
147.0,108.0,-10.9748961305,-4.2128679127
147.0,109.0,-10.8059246355,-4.2565669126
147.0,110.0,-10.6362162229,-4.2973102977
147.0,111.0,-10.4658225877,-4.3350856571
147.0,112.0,-10.2947956333,-4.3698814843
147.0,113.0,-10.1231874562,-4.4016871799
147.0,114.0,-9.9510503299,-4.4304930558
147.0,115.0,-9.7784366891,-4.4562903372
147.0,116.0,-9.6053991136,-4.4790711662
147.0,117.0,-9.4319903122,-4.4988286035
147.0,118.0,-9.258263107,-4.5155566307
147.0,119.0,-9.0842704169,-4.5292501524
147.0,120.0,-8.9100652419,-4.5399049973
148.0,-120.0,0.348994967,9.9939082702
148.0,-119.0,0.2657161098,10.1472888448
148.0,-118.0,0.1797730762,10.2991926423
148.0,-117.0,0.0911920454,10.4495733914
148.0,-116.0,-0.0,10.5983852846
148.0,-115.0,-0.0937752821,10.7455829925
148.0,-114.0,-0.190105236,10.891121677
148.0,-113.0,-0.2889605187,11.0349570058
148.0,-112.0,-0.3903110179,11.1770451652
148.0,-111.0,-0.4941258611,11.3173428738
148.0,-110.0,-0.6003734255,11.4558073956
148.0,-109.0,-0.709021347,11.5923965528
148.0,-108.0,-0.8200365304,11.7270687392
148.0,-107.0,-0.9333851594,11.8597829322
148.0,-106.0,-1.0490327068,11.9904987059
148.0,-105.0,-1.1669439454,12.1191762429
148.0,-104.0,-1.2870829582,12.2457763469
148.0,-103.0,-1.4094131497,12.3702604542
148.0,-102.0,-1.533897257,12.4925906457
148.0,-101.0,-1.660497361,12.6127296585
148.0,-100.0,-1.789174898,12.7306408971
148.0,-99.0,-1.9198906717,12.8462884445
148.0,-98.0,-2.0526048647,12.9596370735
148.0,-97.0,-2.1872770511,13.0706522569
148.0,-96.0,-2.3238662083,13.1793001784
148.0,-95.0,-2.4623307301,13.2855477428
148.0,-94.0,-2.6026284387,13.389362586
148.0,-93.0,-2.7447165981,13.4907130852
148.0,-92.0,-2.8885519269,13.5895683679
148.0,-91.0,-3.0340906114,13.6858983218
148.0,-90.0,-3.1812883193,13.7796736039
148.0,-89.0,-3.3301002125,13.8708656493
148.0,-88.0,-3.4804809616,13.9594466801
148.0,-87.0,-3.6323847591,14.0453897137
148.0,-86.0,-3.7857653337,14.1286685709
148.0,-85.0,-3.9405759642,14.2092578842
148.0,-84.0,-4.0967694937,14.2871331053
148.0,-83.0,-4.2542983442,14.3622705127
148.0,-82.0,-4.4131145308,14.4346472187
148.0,-81.0,-4.5731696767,14.5042411768
148.0,-80.0,-4.7344150274,14.571031188
148.0,-79.0,-4.8968014661,14.6349969073
148.0,-78.0,-5.0602795283,14.6961188502
148.0,-77.0,-5.224799417,14.7543783983
148.0,-76.0,-5.3903110179,14.8097578053
148.0,-75.0,-5.5567639144,14.8622402019
148.0,-74.0,-5.7241074034,14.9118096017
148.0,-73.0,-5.8922905106,14.9584509052
148.0,-72.0,-6.0612620056,15.0021499051
148.0,-71.0,-6.2309704182,15.0428932902
148.0,-70.0,-6.4013640534,15.0806686496
148.0,-69.0,-6.5723910078,15.1154644768
148.0,-68.0,-6.7439991849,15.1472701724
148.0,-67.0,-6.9161363112,15.1760760483
148.0,-66.0,-7.088749952,15.2018733297
148.0,-65.0,-7.2617875275,15.2246541587
148.0,-64.0,-7.4351963289,15.244411596
148.0,-63.0,-7.6089235341,15.2611396232
148.0,-62.0,-7.7829162242,15.2748331449
148.0,-61.0,-7.9571213992,15.2854879898
148.0,-60.0,-8.1314859946,15.2931009125
148.0,-59.0,-8.3059568972,15.2976695939
148.0,-58.0,-8.4804809616,15.2991926423
148.0,-57.0,-8.655005026,15.2976695939
148.0,-56.0,-8.8294759286,15.2931009125
148.0,-55.0,-9.003840524,15.2854879898
148.0,-54.0,-9.178045699,15.2748331449
148.0,-53.0,-9.3520383891,15.2611396232
148.0,-52.0,-9.5257655943,15.244411596
148.0,-51.0,-9.6991743957,15.2246541587
148.0,-50.0,-9.8722119712,15.2018733297
148.0,-49.0,-10.044825612,15.1760760483
148.0,-48.0,-10.2169627383,15.1472701724
148.0,-47.0,-10.3885709154,15.1154644768
148.0,-46.0,-10.5595978698,15.0806686496
148.0,-45.0,-10.729991505,15.0428932902
148.0,-44.0,-10.8996999176,15.0021499051
148.0,-43.0,-11.0686714126,14.9584509052
148.0,-42.0,-11.2368545198,14.9118096017
148.0,-41.0,-11.4041980088,14.8622402019
148.0,-40.0,-11.5706509053,14.8097578053
148.0,-39.0,-11.7361625062,14.7543783983
148.0,-38.0,-11.9006823949,14.6961188502
148.0,-37.0,-12.0641604571,14.6349969073
148.0,-36.0,-12.2265468958,14.571031188
148.0,-35.0,-12.3877922465,14.5042411768
148.0,-34.0,-12.5478473924,14.4346472187
148.0,-33.0,-12.706663579,14.3622705127
148.0,-32.0,-12.8641924295,14.2871331053
148.0,-31.0,-13.020385959,14.2092578842
148.0,-30.0,-13.1751965895,14.1286685709
148.0,-29.0,-13.3285771641,14.0453897137
148.0,-28.0,-13.4804809616,13.9594466801
148.0,-27.0,-13.6308617107,13.8708656493
148.0,-26.0,-13.7796736039,13.7796736039
148.0,-25.0,-13.9268713118,13.6858983218
148.0,-24.0,-14.0724099963,13.5895683679
148.0,-23.0,-14.2162453251,13.4907130852
148.0,-22.0,-14.3583334845,13.389362586
148.0,-21.0,-14.4986311931,13.2855477428
148.0,-20.0,-14.6370957149,13.1793001784
148.0,-19.0,-14.7736848721,13.0706522569
148.0,-18.0,-14.9083570585,12.9596370735
148.0,-17.0,-15.0410712515,12.8462884445
148.0,-16.0,-15.1717870252,12.7306408971
148.0,-15.0,-15.3004645622,12.6127296585
148.0,-14.0,-15.4270646662,12.4925906457
148.0,-13.0,-15.5515487735,12.3702604542
148.0,-12.0,-15.673878965,12.2457763469
148.0,-11.0,-15.7940179778,12.1191762429
148.0,-10.0,-15.9119292164,11.9904987059
148.0,-9.0,-16.0275767638,11.8597829322
148.0,-8.0,-16.1409253928,11.7270687392
148.0,-7.0,-16.2519405762,11.5923965528
148.0,-6.0,-16.3605884977,11.4558073956
148.0,-5.0,-16.4668360621,11.3173428738
148.0,-4.0,-16.5706509053,11.1770451652
148.0,-3.0,-16.6720014045,11.0349570058
148.0,-2.0,-16.7708566872,10.891121677
148.0,-1.0,-16.8671866411,10.7455829925
148.0,0.0,-16.9609619232,10.5983852846
148.0,1.0,-17.0521539686,10.4495733914
148.0,2.0,-17.1407349994,10.2991926423
148.0,3.0,-17.226678033,10.1472888448
148.0,4.0,-17.3099568902,9.9939082702
148.0,5.0,-17.3905462035,9.8390976397
148.0,6.0,-17.4684214246,9.6829041102
148.0,7.0,-17.543558832,9.5253752597
148.0,8.0,-17.615935538,9.3665590731
148.0,9.0,-17.6855294961,9.2065039272
148.0,10.0,-17.7523195073,9.0452585765
148.0,11.0,-17.8162852266,8.8828721378
148.0,12.0,-17.8774071695,8.7193940756
148.0,13.0,-17.9356667176,8.5548741869
148.0,14.0,-17.9910461246,8.389362586
148.0,15.0,-18.0435285212,8.2229096895
148.0,16.0,-18.093097921,8.0555662005
